고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
29433,en,Korean Catholic Martyrs’ Museum,https://english.visitseoul.net/attractions/Korean-Catholic-Martyrs’-Museum/ENP029394?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP029394,"121-883 96-1, Hapjeong-dong, Mapo-gu, Seoul ","04085 6, Tojeong-ro, Mapo-gu, Seoul ",-7496,,http://www.jeoldusan.or.kr/renew/museum1.php,Daily 09:30 - 17:00,,Closed Mondays,"Subway Line 2/6  Hapjeong Station  Exit 7,  500m","Pilgrimage,Exhibition,Shrine,Jeoldusan,History,Museum,HapjeongStation",
3102,en,Kumho Museum of Art,https://english.visitseoul.net/attractions/Kumho-Museum-of-Art/ENP003100?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP003100,"110-061 78, Sagan-dong, Jongno-gu, Seoul ","110-061 18, Samcheong-ro, Jongno-gu, Seoul ",-5754,,http://www.kumhomuseum.com/eng/,Daily 10:00 - 18:00 (KST) (Last entry at 17:30),,"Closed Mondays, Lunar New Year's Day & Chuseok"," Subway Line 3  Anguk Station  Exit 1,  620m","GwanghwamunStation,GyeongbokgungStation,KumhoMuseumOfArt,Culture,Art,Gallery,AngukStation,Museum",Accessible Parking
6925,en,Kyung Hee University Central Museum,https://english.visitseoul.net/attractions/Central-Museum-of-Kyunghee-University/ENP006924?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP006924,"130-050 1-5, Hoegi-dong, Dongdaemun-gu, Seoul ","02447 56-3 Kyungheedae-ro 1na-gil, Dongdaemun-gu, Seoul ",-1022,,http://museum.khu.ac.kr,Weekdays 10:00 - 17:00,,"Closed weekends, national holidays & May 18th (University founding day)","Subway Line 1 Hoegi Station Exit 1,  1.1km ","HoegiStation,KyungeheeUniversity,KyungHeeUniversityCentralMuseum,Museum,History,Siberia,CombPatternPottery,Exhibition",
44041,en,Kyungeun Acoustic,https://english.visitseoul.net/attractions/2023097/ENPhujesr?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPhujesr," 288 Nakwon-dong, Jongno-gu, Seoul ","03140 B-282, 2F, 428 Samil-daero, Jongno-gu, Seoul ",-7097,,http://acousticgt.co.kr/,"Mon-Sat 10:00~19:00, Sun 12:00~18:00 KST",Daily,None,"Subway Line 1/3/5  Jongno 3-ga Station  Exit 5,  106 m","JonggakStation,BassGuitar,ElectricGuitar,ClassicalGuitar,AcousticGuitar,Guitar,OraeGage",
25852,zh-TW,Popcon D Square,https://tchinese.visitseoul.net/attractions/Popcon-D-Square-tc/TCP025768?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP025768,140-780 首爾市龍山區漢江路3街40-999 ,04377 首爾市龍山區漢江大路23街55 (龍山站)  I'PARK MALL 6樓,-9293,,http://www.popcond.com/,平日(一~四) 10:30~ 20:30 週末(五~日) 10:30~ 21:00,,,"地鐵4號線 新龍山站 3號出口,  240m","PopconDSquare,I'PARKMALL,動漫,龍山站,DaewonMedia",
11837,en,Gimpo International Airport Tourist Information Center,https://english.visitseoul.net/attractions/Gimpo-International-Airport-Tourist-Information-Center/ENP011835?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP011835," 886,Gonghang-dong, Gangseo-gu, Seoul, Korea ","07505 38, Haneul-gil, Gangseo-gu, Seoul ",+82-2-2660-2486~7,,https://www.sta.or.kr/,10:00 - 19:00,Monday - Sunday,Open all year round,"Airport Railroad/Subway Line 9/Gimpo Gold Line: Gimpo Airport International Terminal Seohae Line/Subway Line 5: Gimpo Airport International Terminal  (When using the subway, you can move to the international or domestic terminal depending on the direction) ","TouristInformationCenter,Airport,Travel,GimpoInternationalAirport,FreeWiFi,TouristInfo,Gimpo,SeoulTourismInformationCenter,Tourism",
25101,en,Ahwon Workshop,https://english.visitseoul.net/attractions/Ahwon-Gongbang-WorkShop/ENP025016?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP025016," 143 Sogyeok-dong, Jongno-gu, Seoul ","03053 3 Bukchon-ro 5ga-gil, Jongno-gu, Seoul ",-4137,,https://www.ah-won.com/,10:00~19:00 KST,Tuesday through Sunday,Mondays,"Subway  Line 6  Anguk Station  Exit 2,  528m"," samchung-dong, exhibition, handmade,jongro,interior accessories shop,gallery, metalwork,OraeGage",
26948,en,Gongpyeong Historic Sites Museum,https://english.visitseoul.net/attractions/Gongpyeong-Historic-Sites-Museum/ENP026675?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP026675," 5-1 Gongpyeong-dong, Jongno-gu, Seoul ","03161 26, Ujeongguk-ro, Jongno-gu, Seoul (B1, Centropolis)",-779,,https://museum.seoul.go.kr/www/intro/annexIntro/annex_gongpyeong/annex_gongpyeong_01.jsp?sso=ok,Daily 09:00 - 18:00 (KST),,Closed Mondays,"Subway Line 1  Jonggak Station  Exit 3-1,  69m ","SeoulMuseumOfHistory,JonggakStation,Opening,Museum,GongpyeongHistoricSitesMuseum,CulturalSite,CulturalHeritage",
24390,en,Alive Museum,https://english.visitseoul.net/attractions/Alive-Museum-en/ENP024389?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP024389,"135-759 719-1, Yeoksam-dong, Gangnam-gu, Seoul ","06221 218, Teheran-ro, Gangnam-gu, Seoul ",-2584,,http://en.creativetong.co.kr/,,,,"Subway Line 2, Yeoksam Station, Exit 1","GangnamStation,AliveMuseum,Exhibition,CityTourBusStation,TigerBus,TrickArtMuseum,YeoksamStation,SeoulCityTourBus",
30867,en,Amore Pacific Museum of Art (APMA),https://english.visitseoul.net/attractions/Amore-Pacific-Museum-of-Art-APMA/ENP030803?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP030803," 424, Hangangno 2(i)-ga, Yongsan-gu, Seoul ","04386 100, Hangang-daero, Yongsan-gu, Seoul ",-8305,,https://apma.amorepacific.com/index.do,Daily 10:00 - 18:00,,"Closed Mondays, New Year's Day, Lunar New Year & Chuseok","Subway Line 4  Sinyongsan Station  Exit 1,  84m ","Yongsan,SinyongsanStation,Art,SpecialExhibition,APMA,Exhibition,Museum,AmorePacific","Accessible Information Centers & Services(Wheelchair rentals, etc.)"
1537,en,Seoul Museum of Art (Seosomun Main Building),https://english.visitseoul.net/attractions/Museum-of-Art-Seosomun/ENP001525?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001525,"100-813 Seosomun-dong, Jung-gu, Seoul ","04515 61, Deoksugung-gil, Jung-gu, Seoul ",-10844,,https://sema.seoul.go.kr/en/visit/seosomun,(March - October) Tuesdays - Thursdays 10:00 - 20:00  / Friday 10:00-21:00 / Weekends 10:00 - 19:00 (November - February) Tuesdays - Fridays 10:00 - 20:00 / Friday 10:00-21:00 / Weekends 10:00 - 18:00,Tue-Sun,New Years Day Closed on Mondays,"Subway Lines 1/2  City Hall Station  Exit 10,  264m ","DeoksugungPalace,HistoricSite,SeoulFilmingLocation,SeodaemunStation,Museum,Gwanghwamun,SeMA,SeoulMuseumOfArt,SeosomunArchitecture","Accessible Restrooms,Accessible Parking,Accessible Pathways,Elevators"
8655,en,Goryeo Samgyetang,https://english.visitseoul.net/attractions/Korea-Samkyetang-Samgyetang/ENP008646?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP008646,"100-814 55-3, Seosomun-dong, Jung-gu, Seoul ","04516 1, Seosomun-ro 11-gil, Jung-gu, Seoul ",-10048,,http://www.krsamgyetang.com,"Weekdays 10:30-21:00, Weekends 10:30-20:30 KST",,Closed Seollal & Chuseok,"Subway Line 1/2  City Hall Station  Exit 10,  100m","SeosomunRestaurant,KoreaSamkyetang,CityHallRestaurant,Samgyetang,KoreanRestaurant,KoreanFood,MichelinGuide",
49373,en,Naksan Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage30/ENPtdxb43?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPtdxb43, 서울 종로구 동숭동 1-147 ,"03086 51 Dongsung-gil, 1F, Room 7, Jongno-gu, Seoul ",,,,,,,,Naksan Luggage Storage,
2176,en,Amsa?dong Prehistoric Settlement Site,https://english.visitseoul.net/attractions/Amsa?dong-Prehistoric-Settlement-Site/ENP002174?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002174,"134-050 139-2 Amsa-dong, Gangdong-gu, Seoul ","05239 875, Olympic-ro, Gangdong-gu, Seoul ",-9865,,http://sunsa.gangdong.go.kr/site/eng/content/Introduction_culture,Daily 09:30 - 18:00,,"Closed Mondays & holidays  (* If a holiday falls on a Monday, the site will be closed the following day.)","Subway Line 8   Amsa History Park Station  Exit 3,  773m","Park,Exhibition,AmsaStation,AmsadongPrehistoricSettlementSite,Museum,NeolithicEra,HistoricSite",
26564,zh-TW,STARFIELD LIBRARY,https://tchinese.visitseoul.net/attractions/STARFIELD-LIBRARY/TCP026558?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP026558,135-731 首爾市江南區三成洞159 ,06164 首爾市江南區永東大路513 (Coex) ,-8953,,https://www.starfield.co.kr/coexmall/entertainment/library.do,10:30~22:00,週一~週日,全年無休,地鐵2號線  三成站  5號出口，319m 地鐵9號線  奉恩寺站  7號出口，328m,"江南,BookConcert,講座,STARFIELDLIBRARY,文化,圖書館,圖書,Coex,三成洞",
24050,en,Seo Gallery,https://english.visitseoul.net/attractions/Seo-Gallery/ENP001966?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001966," 1544-4, Seocho-dong, Seocho-gu, Seoul ","06648 94, Banpo-daero, Seocho-gu, Seoul ",-6115,,,10:00 - 17:00 (KST),,Closed Weekends,"Subway Line 2, Seocho Station, Exit 2 ","Fashion,Banpodong,SeoGallery,Arts,Painting,Sculpture,Photography,Gallery,Design,Architecture",
2725,en,The Seoul Museum of History,https://english.visitseoul.net/attractions/The-Seoul-Museum-of-History/ENP002722?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002722,"110-062 2-1, Sinmunno 2(i)-ga, Jongno-gu, Seoul 2-1","03177 55, Saemunan-ro, Jongno-gu, Seoul ",-918,,https://museum.seoul.go.kr/eng/index.do,"KST 09:00 - 18:00 (Last Entry: 17:30 ) Extended Hours: Every Friday until 21:00  *For more details, please visit the website. ",,Closed Mondays & New Year's Day,"Subway Line 5  Gwanghwamun Station  Exit 7,  462m Subway Line 5  Seodaemun Station  Exit 4,  641m","Gwanghwamun,CultureExperience,Museum,History,SeoulMuseumOfHistory,GyeongbukgungPalace,SeodaemunStation","Accessible Restrooms,Accessible Parking,Accessible Pathways,Elevators,Accessible Information Centers & Services(Wheelchair rentals, etc.)"
23999,en,Salgoji Bridge (Jeongotgyo Bridge),https://english.visitseoul.net/attractions/Salgoji-Bridge-Jeongotgyo-Bridge/ENP002372?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002372,"133-070 61-1 Haengdang-dong, Seongdong-gu, Seoul "," 61-1 Haengdang-dong, Seongdong-gu, Seoul ",-7410,,,,,,"Subway Line 2  Hanyang University Station  Exit 3,  257m ","SalgojiBridge,HanyangUnivStation,HistoricSite,Hangang,Jungnangcheon,JeongotgyoBridge,Cheonggyecheon,HanyangUniversity",
49466,zh-TW,YELLOW 物品保管箱,https://tchinese.visitseoul.net/attractions/LuggageStorage34/TCP2dup6k?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP2dup6k, 서울 마포구 동교동 165-8 ,04050 首爾特別市江南區麻浦區楊花路156 ,,,,,,,,YELLOW 物品保管箱,
24646,en,Sebitseom (Sebitseom Island) ,https://english.visitseoul.net/attractions/Sebitseom/ENP024645?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP024645,"137-040 650, Banpo-dong, Seocho-gu, Seoul ","06500 2085-14, Olympic-daero, Seocho-gu, Seoul ",-4919,,https://www.somesevit.co.kr/en/index.do,Daily 11:00 - 22:00,,,"Subway Lines 3/7/9, Express Bus Terminal Station, Exit 8-1,  650 m","Island,Photography,Hallyu,PhotoOp,HallyuTourism,Avengers,Tourism,HangangRiver,Nightlife,Sebitseom,Somesevit,Sebitseom,ChoiSiwon",
50388,en,Seoul Regional Tourism Center,https://english.visitseoul.net/attractions/Seoul-Regional-Tourism-Center/ENPh83fpt?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPh83fpt," 119 Sejong-daero, Jung-gu, Seoul ","04519 119 Sejong-daero, Jung-gu, Seoul ",-1273,,https://www.instagram.com/antennashop_seoul,10:00-18:00,Tuesday?Sunday ,Monday ,"Subway Line 1/2, City Hall Station, Exit 3, 80m "," Regional Travel, Local Travel,Seoul Regional Tourism Center, seoul regional tourism center,Antenna Shop","Accessible Restrooms,Accessible Pathways,Elevators"
49184,en,National Palace Museum of Korea Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage3/ENP7t9o7j?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP7t9o7j," 1-57 Sejongno, Jongno-gu, Seoul, Republic of Korea ","03045 12 Hyoja-ro, Jongno-gu, Seoul, Republic of Korea (세종로, 국립고궁박물관) ",,,,,,,,National Palace Museum of Korea Luggage Storage,
20977,en,Seorae Village,https://english.visitseoul.net/attractions/Seorae-Village/ENP011082?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP011082," 32, Seorae-ro, Banpo 4(sa)-dong, Seocho-gu, Seoul "," 32, Seorae-ro, Banpo 4(sa)-dong, Seocho-gu, Seoul ",-40,,,,,,"Subway Lines 3/7/9  Express Bus Terminal Station Exits 5/6,  880m","SeoraeMaeul,Food,Culture,SeoraeVillage,FrenchSchool,Restaurant,LittleFrance,WineBar,CultureStreet",
38249,en,Seoul Urban Life Museum,https://english.visitseoul.net/attractions/Seoul-Urban-Life-Museum/ENP038243?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP038243," 622, Gongneung-dong, Nowon-gu, Seoul ","01849 27, Dongil-ro 174-gil, Nowon-gu, Seoul ",-6219,,https://museum.seoul.go.kr/sulm/index.do,Daily 09:00 - 18:00 *Closed Mondays* (KST),,monday,"Subway Lines 6 / 7  Taereung Station  Exit 5,  320m ","GyeongchunLineMemoriesOfMT,SeoulAttractions,SeoulUrbanLifeMuseum,SeoulMuseum,SeoulOuting,PlacesToGoWithChildrenInSeoul,SeoulExhibitionRecommendations,Seoul,SeoulExhibitions,RainyDays",
51349,zh-TW,"ZIMFREE 	Luggage Storage ",https://tchinese.visitseoul.net/attractions/LuggageStorage35/TCPv19yx8?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPv19yx8, 首爾特別市江南區麻浦區楊花路161 ,03995 首爾特別市江南區麻浦區楊花路161 ,,,,,,,,"ZIMFREE 	Luggage Storage",
24592,en,Seoul Central Post Office,https://english.visitseoul.net/attractions/Seoul-Central-Post-Office-en/ENP024591?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP024591,"100-709 21-1, Chungmuro 1(il)-ga, Jung-gu, Seoul ","04535 70, Sogong-ro, Jung-gu, Seoul ",-7890,,https://www.koreapost.go.kr/100/index.do,Postal service 09:00~18:00 Financial service 09:00~16:30,,Weekends,"Subway Line 4, Myeongdong Station  Exit 5,  329m","TigerBus,Namdaemun,SeoulCentralPostOffice,Myeongdong,CityTourBus,PostOffice,Seoul,SkyHall",
1538,en,Seoul Plaza,https://english.visitseoul.net/attractions/Seoul-Plaza/ENP001538?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001538,"100-101 31 Taepyeong-ro 1-ga, Jung-gu, Seoul ","04524 110, Sejong-daero, Jung-gu, Seoul ",-40,,https://plaza.seoul.go.kr/,,,,"Subway Line 1 /2  City Hall Station  Exit 5,  89m","Park,Lawn,CityPark,CulturalEvents,SeoulPlaza,CultureSpace,PublicSpace,GrassArea,CityHallStation,IceRink",
44003,ja,アップルハウス,https://japanese.visitseoul.net/attractions/2023024/JPPc29hhb?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPc29hhb,  , 銅雀? トンジャクデロ27ダギル 29、2階 ,-2144,,,10:30~21:00,?日,なし,"地下? 4?線/7?線 「 チョンシンデイプク(イス)」? 10番出口,  158m"," サダンドン, スンデポックム, ムチムグンマンドゥ, 分食, ?席トッポッキ,オレガゲ(老?)",
30816,ja,アモ?レパシフィック美術館,https://japanese.visitseoul.net/attractions/amorepacific-museum-of-art-jp/JPP030803?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP030803, ソウル市龍山?漢江路2街424 ,04386 ソウル市ハンガン(龍山)?ハンガンデロ100 (漢江路2街),-8383,,https://apma.amorepacific.com/index.do,火曜日?日曜日 10:00-18:00,,月曜日、1月1日、?正月及び秋夕(??8月15日)連休,"地下?4?線「シニョンサン」? 1番出口 ,  84m ","アモ?レパシフィック美術館,古美術,美術館,韓?現代美術,ソウル美術館,芸術,apma,ア?ト",
37210,en,Grand Greenhouse Changgyeonggung Palace,https://english.visitseoul.net/attractions/GrandGreenhouseChanggyeonggungPalace/ENP037176?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP037176," 2-1, Waryong-dong, Jongno-gu, Seoul, Korea ","03072 185, Changgyeonggung-ro, Jongno-gu, Seoul, Korea (창경궁) ",-10197,,https://royal.khs.go.kr/ENG/contents/E103010000.do,09:00 - 20:45,Tuesday ~ Sunday,Mondays,"Subway Line 4  Hyehwa Station  Exit 4,  779m","Grand Palaces,Hyehwa Station,Garden,Green House,Changgyeonggung Palace,Palace,Changgyeonggung,Historic Site",
4284,en,An Jung-geun Memorial Hall,https://english.visitseoul.net/attractions/An-Jung-geun-Memorial-Hall/ENP004281?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP004281,"100-095 471-2, Namdaemunno 5(o)- ga, Jung-gu, Seoul ","04636 91, Sowol-ro, Jung-gu, Seoul ",-4725,,http://thomasahn.org/en/,March to October: 10:00 - 18:00 November to February: 10:00 - 17:00 (KST),,"Closed Mondays, New Year's Day, Lunar New Year's Day & Chuseok","Subway Line 4  Hoehyeon Station  Exit 3,  689m","HoehyeonStation,SeoulStation,Museum,History,Myeongdong,Activist,AnJungGeun,Park,Exhibition,HistoricSite,MemorialHall",
1825,en,Sajikdan (Sajik Altar),https://english.visitseoul.net/attractions/Sajikdan-Sajik-Altar/ENP001824?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001824,"110-054 1-48, Sajik-dong, Jongno-gu, Seoul ","03027 89, Sajik-ro, Jongno-gu, Seoul ",-7864,,,,,,"Subway Line 3  Gyeongbokgung Station  Exit 1,  337m ","SajikAltar,Sajikdan,SajikPark,ChildrensLibrary,Ceremony,HistoricSite,Park,GyeongbukgungStation",
52168,ja,カンソン(澗松)美術館,https://japanese.visitseoul.net/attractions/kansong/JPPxa3w2o?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPxa3w2o, ソウル市ソンブク(城北)?ソンブクロ102-11 ,02837 ソウル市ソンブク(城北)?ソンブクロ102-11 ,-8494,,https://kansong.org/seoul/index.do,火∼日 10:00∼18:00,火∼日,月曜日,"地下?4?線「ハンソンデイック(三仙橋)」?6番出口, 1km","ソウルの美術館,ソウルの展示,カンソン(澗松)美術館","バリアフリ?トイレ,?の不自由な方のための?用駐車場,アクセシビリティ,エレベ?タ?,?の不自由な方のための案?所(車椅子レンタルなど)"
24044,en,Andong Presbyterian Church's Soheodang,https://english.visitseoul.net/attractions/Andong-Presbyterian-Churchs-Soheodang/ENP002010?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002010,"110-240  27, Anguk-dong, Jongno-gu, Seoul ","03061 57, Yunboseon-gil, Jongno-gu, Seoul ",-4048,,http://www.andong-ch.org,* Operating hours vary according to the church's prayer service schedule. Please check the times on the church website before visiting.,,,"Subway Line 3  Anguk Station  Exit 1,  305m","Missionary,HanokVillage,Soheodang,CulturalSpace,Bukchon,AndongPresbyterianChurch,AngukStation,Gwanghwamun",
48374,en,Andongjip Sonkalguksu,https://english.visitseoul.net/attractions/andongjip-sonkalguksi/ENP32dncy?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP32dncy," 3, Gosanja-ro 36-gil, Dongdaemun-gu, Seoul (B1, new building) ","02571 3, Gosanja-ro 36-gil, Dongdaemun-gu, Seoul (B1, new building)",-4833,,,Mon - Fri 10:00 - 18:00 Sat 10:00 - 17:00,Daily,Closed 2nd and 4th Sundays of the month,"Subway Line 1  Jegidong Station  Exit 2,  328m"," GyeongdongMarketRestaurant,KalguksuRestaurant,AuntieOmakaseRestaurant",
49230,en,Anguk Station  Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage6/ENPkgiz46?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPkgiz46, 서울 종로구 안국동 73-1 ,"03147 62 Yulgok-ro, Jongno-gu, Seoul ",,,,,,,,Anguk Station  Luggage Storage,
49463,en,Yellow Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage34/ENP2dup6k?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP2dup6k, 서울 마포구 동교동 165-8 ,"04050 156 Yanghwa-ro, Mapo-gu, Seoul ",,,,,,,,Yellow Luggage Storage,
